184273
4.11896 4.09959 4.08537 4.08954 4.05293 4.04359 4.02287 4.01103 4.00147 4.00912 4.08059 4.15506 4.20639 4.23131 4.28563 4.34040 4.36699 4.37081 4.36089 4.43305 4.51119 4.52993 4.50599 4.51352 4.49297 4.46811 4.47362 4.49437 4.55133 4.62039 4.66951 4.71282 4.73999 4.71387 4.64894 4.60298 4.57682 4.52527 4.50411 4.48095 4.48472 
3.74271 3.73255 3.74303 3.76942 3.74889 3.74429 3.73030 3.71132 3.69761 3.69644 3.76193 3.82456 3.86388 3.87535 3.92543 3.99174 4.04551 4.07344 4.07228 4.13454 4.20439 4.23497 4.23896 4.29110 4.31479 4.33380 4.36399 4.39068 4.45008 4.51882 4.58058 4.63313 4.67482 4.65654 4.59619 4.55388 4.51354 4.44834 4.40742 4.36642 4.35508 
3.52193 3.50741 3.51819 3.53550 3.52905 3.52649 3.52179 3.51119 3.50521 3.50127 3.53322 3.56045 3.56976 3.56200 3.58471 3.62280 3.66141 3.70153 3.73809 3.81601 3.90118 3.95349 3.99938 4.09260 4.14689 4.19097 4.23908 4.28425 4.35366 4.42386 4.49003 4.53208 4.56854 4.53987 4.47626 4.43211 4.37493 4.31228 4.27042 4.22882 4.20376 
3.35065 3.33396 3.34390 3.34302 3.34548 3.34905 3.35984 3.36794 3.37292 3.36698 3.36560 3.36192 3.35471 3.33171 3.32519 3.32484 3.33454 3.37980 3.43964 3.52332 3.61989 3.68973 3.76956 3.88643 3.95605 4.01605 4.07862 4.14572 4.23473 4.31857 4.37877 4.40114 4.42598 4.39628 4.33817 4.30058 4.23137 4.17168 4.12935 4.09320 4.05956 
3.19394 3.16729 3.17361 3.17475 3.19679 3.21459 3.23748 3.26640 3.28260 3.28829 3.27464 3.25604 3.23427 3.19173 3.15298 3.11161 3.08316 3.11160 3.17379 3.25802 3.36345 3.44500 3.55396 3.68929 3.77500 3.85190 3.92634 4.01673 4.12725 4.22739 4.27769 4.28014 4.29099 4.27380 4.23515 4.21231 4.13505 4.07475 4.02851 4.00007 3.96562 
3.03084 2.99277 2.99485 3.01353 3.05378 3.08352 3.09963 3.12852 3.13785 3.14600 3.13719 3.12944 3.10686 3.04980 2.99595 2.94007 2.90158 2.90718 2.94729 3.00741 3.10172 3.18591 3.30474 3.45078 3.54908 3.63630 3.71622 3.82733 3.95367 4.07459 4.12656 4.14124 4.16107 4.17741 4.16424 4.16055 4.08809 4.01554 3.95990 3.92814 3.89573 
2.90493 2.85705 2.86243 2.91227 2.98205 3.02917 3.04026 3.07046 3.06814 3.07192 3.06482 3.06959 3.03686 2.96161 2.89342 2.82926 2.78312 2.76471 2.78647 2.82111 2.89339 2.95600 3.06056 3.19973 3.30554 3.39735 3.47802 3.58272 3.70553 3.84111 3.92483 3.98104 4.03548 4.08623 4.09491 4.10900 4.05793 3.98658 3.93098 3.89187 3.85666 
2.78643 2.75007 2.77800 2.86724 2.98413 3.06650 3.09051 3.12672 3.10200 3.07488 3.04327 3.03798 2.99507 2.91594 2.84053 2.76913 2.71744 2.68378 2.69255 2.70393 2.75090 2.79304 2.88027 3.00206 3.10210 3.18780 3.25960 3.34180 3.45644 3.60395 3.72871 3.82198 3.90652 3.98187 4.01263 4.04721 4.02555 3.95816 3.89851 3.84023 3.79256 
2.71638 2.70682 2.75175 2.84975 2.97512 3.07175 3.10362 3.13913 3.11317 3.07860 3.04316 3.02475 2.96850 2.89007 2.81536 2.75535 2.71504 2.69035 2.69232 2.68695 2.70994 2.72852 2.78355 2.86951 2.95937 3.03341 3.10345 3.15880 3.25657 3.39511 3.53461 3.64331 3.74556 3.83644 3.87940 3.92417 3.92308 3.86501 3.80382 3.72830 3.66107 
2.70172 2.72210 2.78360 2.88140 3.00399 3.10242 3.14035 3.17651 3.15999 3.12386 3.09288 3.06047 2.98787 2.90159 2.82692 2.78048 2.74730 2.72465 2.72148 2.70360 2.70988 2.70965 2.73538 2.78773 2.85841 2.91521 2.98548 3.02872 3.11578 3.24273 3.38107 3.49134 3.60070 3.69765 3.74691 3.79783 3.81330 3.76912 3.71406 3.62051 3.53435 
2.78955 2.82011 2.87931 2.96088 3.07064 3.15937 3.19415 3.22044 3.20383 3.15954 3.13160 3.08173 2.99601 2.90019 2.82388 2.79124 2.75956 2.72177 2.70069 2.66639 2.65517 2.62927 2.62399 2.64095 2.69548 2.74986 2.83335 2.87991 2.95868 3.07500 3.21468 3.34608 3.47754 3.58436 3.62547 3.66231 3.67817 3.65179 3.60671 3.50432 3.40966 
2.89814 2.91792 2.96648 3.02948 3.11870 3.18788 3.21313 3.21576 3.18230 3.11362 3.07361 3.01873 2.93351 2.83421 2.74146 2.68985 2.62425 2.55676 2.51585 2.46637 2.43902 2.39884 2.38207 2.38850 2.44413 2.51268 2.61595 2.68663 2.77473 2.89589 3.04350 3.18907 3.33965 3.44803 3.48408 3.51434 3.52967 3.51734 3.48553 3.38970 3.30250 
3.02753 3.02648 3.05561 3.09310 3.15129 3.19482 3.20705 3.18193 3.13085 3.04429 2.99622 2.95356 2.88468 2.79225 2.67958 2.59570 2.49332 2.39753 2.33260 2.26180 2.21576 2.16566 2.14384 2.15112 2.20501 2.28062 2.39753 2.50770 2.61858 2.75408 2.90041 3.04075 3.19246 3.30045 3.34518 3.38261 3.39639 3.39278 3.37401 3.29043 3.21491 
3.11922 3.10506 3.12234 3.14840 3.17540 3.18919 3.17907 3.13943 3.08642 2.99843 2.93802 2.89734 2.83371 2.74930 2.61973 2.50977 2.37943 2.25542 2.16100 2.07160 2.00756 1.95017 1.93317 1.95945 2.01648 2.09852 2.22432 2.37792 2.52058 2.67688 2.82232 2.94901 3.09081 3.19189 3.24767 3.29576 3.30793 3.30627 3.28988 3.20323 3.12197 
3.14940 3.12789 3.13155 3.14258 3.14426 3.14855 3.13631 3.10521 3.06819 3.00013 2.92600 2.86225 2.76817 2.66595 2.52875 2.40230 2.26086 2.11873 2.00489 1.90756 1.83692 1.78218 1.76512 1.79108 1.85059 1.94884 2.08397 2.27026 2.43460 2.59901 2.74950 2.87182 3.00627 3.09924 3.15969 3.20747 3.20766 3.19194 3.16418 3.06679 2.97605 
3.18887 3.16572 3.16210 3.17436 3.16828 3.17832 3.16848 3.14687 3.12356 3.06934 2.97279 2.87450 2.74017 2.61634 2.47693 2.33526 2.18522 2.02899 1.90068 1.80482 1.73531 1.69164 1.67936 1.71099 1.77924 1.89069 2.02835 2.21332 2.37060 2.51913 2.66428 2.77681 2.89868 2.97765 3.03261 3.07205 3.05980 3.02781 2.98991 2.89135 2.79878 
3.11546 3.09500 3.09092 3.11662 3.12705 3.15822 3.17209 3.17072 3.16528 3.12736 3.03451 2.93140 2.78033 2.64075 2.49669 2.33025 2.16693 1.99730 1.85736 1.76362 1.69760 1.67068 1.66668 1.70306 1.76998 1.88004 2.01171 2.17981 2.32369 2.45307 2.58593 2.67958 2.78125 2.85189 2.90801 2.94021 2.90589 2.84641 2.79088 2.69258 2.59823 
2.93971 2.94129 2.96534 3.03735 3.07737 3.12536 3.15179 3.15469 3.15223 3.11298 3.02702 2.92795 2.77114 2.61577 2.45358 2.27053 2.10252 1.94083 1.80155 1.70595 1.64077 1.63142 1.64543 1.69890 1.77100 1.88663 2.01346 2.16259 2.29429 2.41592 2.54134 2.61958 2.70723 2.77488 2.83051 2.86057 2.81585 2.74604 2.68316 2.57625 2.45877 
2.77143 2.81255 2.88142 2.98383 3.03948 3.09262 3.12654 3.13053 3.13436 3.10461 3.03795 2.95633 2.80199 2.63829 2.46589 2.27586 2.10613 1.95927 1.82708 1.72892 1.66450 1.66075 1.67907 1.73550 1.81984 1.94760 2.07197 2.19842 2.31500 2.43285 2.55750 2.63528 2.71894 2.78261 2.83252 2.85981 2.79707 2.71309 2.63351 2.51112 2.36413 
2.67825 2.76627 2.87704 2.98828 3.04667 3.09784 3.14048 3.14351 3.15417 3.13857 3.08882 3.01988 2.86262 2.68971 2.50745 2.31426 2.14758 2.01621 1.89011 1.78608 1.71495 1.70779 1.72899 1.78992 1.89404 2.03045 2.14350 2.23839 2.33199 2.43656 2.55426 2.62894 2.69206 2.73104 2.76676 2.79146 2.73418 2.65792 2.57186 2.43536 2.27479 
2.63181 2.73036 2.84990 2.93855 2.99286 3.04082 3.08892 3.08644 3.09036 3.07442 3.02964 2.96729 2.81277 2.63360 2.45048 2.24570 2.06533 1.91442 1.77658 1.67404 1.60509 1.62764 1.68548 1.78254 1.91896 2.05753 2.17050 2.26366 2.34082 2.42432 2.51527 2.58010 2.62626 2.64851 2.67888 2.70340 2.65139 2.58140 2.49443 2.36338 2.21544 
