184273
2.87053 2.78931 2.75257 2.73904 2.74805 2.76531 2.85721 2.92224 2.93378 2.96033 2.99478 3.04604 3.11147 3.16254 3.25881 3.34011 3.41184 3.44636 3.44042 3.40381 3.31930 3.20319 3.12134 3.04913 2.94952 2.81402 2.65246 2.52838 2.38262 2.19954 1.98215 1.73506 1.51098 1.28086 1.07424 0.82951 0.52529 0.20448 -0.12621 -0.46872 -0.84410 
2.85602 2.78101 2.74143 2.72302 2.71898 2.72435 2.80722 2.85739 2.84612 2.84141 2.84724 2.87775 2.92009 2.94890 3.02389 3.09305 3.16251 3.20360 3.20305 3.16980 3.08119 2.96647 2.88455 2.82175 2.74475 2.63743 2.49893 2.38264 2.24258 2.05195 1.82441 1.56036 1.33248 1.09942 0.88753 0.63453 0.32300 -0.00043 -0.32750 -0.66084 -1.02268 
2.81573 2.73133 2.68714 2.66847 2.64807 2.62516 2.66959 2.69982 2.66561 2.64204 2.62204 2.63174 2.65649 2.66372 2.70911 2.75119 2.79668 2.83343 2.84187 2.82471 2.75727 2.65943 2.58697 2.52389 2.45643 2.36195 2.23472 2.11168 1.96493 1.77317 1.54886 1.29028 1.06355 0.82835 0.60254 0.33316 0.01317 -0.31124 -0.64694 -0.99472 -1.36181 
2.73309 2.63832 2.59390 2.57733 2.54770 2.49990 2.51185 2.53098 2.48627 2.45663 2.41288 2.39758 2.38845 2.36264 2.36963 2.37587 2.38354 2.40478 2.42265 2.42329 2.38221 2.30812 2.24972 2.18243 2.11574 2.02909 1.91004 1.77345 1.61475 1.42435 1.21607 0.98109 0.76924 0.54202 0.31297 0.03947 -0.27695 -0.59831 -0.94992 -1.33135 -1.72696 
2.63393 2.51729 2.45674 2.42661 2.38565 2.31783 2.30422 2.30510 2.23977 2.18797 2.10959 2.05724 2.01007 1.95244 1.92796 1.90585 1.88359 1.89137 1.91688 1.93263 1.91891 1.86768 1.82078 1.74480 1.66674 1.58293 1.46947 1.32470 1.14738 0.94375 0.73762 0.52503 0.33639 0.13749 -0.07148 -0.32556 -0.62247 -0.93236 -1.29372 -1.70588 -2.13372 
2.47135 2.32399 2.22351 2.15653 2.09636 2.01056 1.97891 1.95442 1.87154 1.81035 1.72175 1.65634 1.58873 1.51915 1.48665 1.45274 1.42030 1.40264 1.40703 1.39573 1.37159 1.31743 1.25714 1.16184 1.05808 0.96477 0.84515 0.69137 0.50121 0.29382 0.09233 -0.10316 -0.27831 -0.45146 -0.63132 -0.85380 -1.11146 -1.39215 -1.72929 -2.12788 -2.54743 
2.27377 2.10188 1.96129 1.85827 1.78296 1.68657 1.63960 1.58781 1.48834 1.42302 1.33277 1.26278 1.18891 1.11662 1.08213 1.03640 0.99307 0.94059 0.90712 0.85216 0.80143 0.73604 0.65698 0.54245 0.40751 0.29817 0.16579 0.00566 -0.18768 -0.38276 -0.57427 -0.75252 -0.91644 -1.05869 -1.20555 -1.39624 -1.62386 -1.88165 -2.19160 -2.56156 -2.95669 
2.01813 1.82920 1.65917 1.52688 1.43454 1.32428 1.26255 1.18570 1.06721 0.99119 0.89661 0.82348 0.74969 0.68200 0.65038 0.60007 0.54634 0.46056 0.38422 0.28594 0.20644 0.13127 0.04109 -0.08003 -0.23761 -0.36481 -0.51412 -0.68442 -0.87774 -1.05456 -1.22464 -1.38782 -1.55037 -1.68265 -1.81407 -1.98758 -2.19687 -2.43524 -2.71816 -3.05521 -3.42391 
1.68626 1.48598 1.30382 1.15030 1.03778 0.91216 0.83851 0.74526 0.61171 0.51385 0.40450 0.31840 0.25045 0.18816 0.14788 0.08191 0.01397 -0.07758 -0.17448 -0.29952 -0.41490 -0.51445 -0.62088 -0.75504 -0.92736 -1.06164 -1.21021 -1.37079 -1.55820 -1.72793 -1.89760 -2.06881 -2.23927 -2.38513 -2.52835 -2.70707 -2.91436 -3.14116 -3.40611 -3.71308 -4.05694 
1.34491 1.13002 0.93811 0.76424 0.62708 0.47939 0.38766 0.27759 0.12643 0.00528 -0.11853 -0.21258 -0.26894 -0.32348 -0.37612 -0.46301 -0.54495 -0.63312 -0.74268 -0.88462 -1.03133 -1.15584 -1.28219 -1.43410 -1.61906 -1.76328 -1.91015 -2.06014 -2.24609 -2.42256 -2.60625 -2.79400 -2.97662 -3.14390 -3.30837 -3.50082 -3.70965 -3.91978 -4.15825 -4.42384 -4.73295 
